[0.007s] Invoking command in '/home/theo/drift/ros2_ws/src/lbr-stack/build/lbr_iiwa7_r800_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/theo/drift/ros2_ws/install/my_package:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake /home/theo/drift/ros2_ws/src/lbr-stack/src/lbr_iiwa7_r800_description -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description
[0.058s] -- The C compiler identification is GNU 13.3.0
[0.081s] -- The CXX compiler identification is GNU 13.3.0
[0.097s] -- Detecting C compiler ABI info
[0.149s] -- Detecting C compiler ABI info - done
[0.160s] -- Check for working C compiler: /usr/bin/cc - skipped
[0.165s] -- Detecting C compile features
[0.165s] -- Detecting C compile features - done
[0.173s] -- Detecting CXX compiler ABI info
[0.240s] -- Detecting CXX compiler ABI info - done
[0.253s] -- Check for working CXX compiler: /usr/bin/c++ - skipped
[0.253s] -- Detecting CXX compile features
[0.253s] -- Detecting CXX compile features - done
[0.257s] -- Found ament_cmake: 2.5.5 (/opt/ros/jazzy/share/ament_cmake/cmake)
[0.361s] -- Found Python3: /usr/bin/python3 (found version "3.12.3") found components: Interpreter 
[0.407s] -- Override CMake install command with custom implementation using symlinks instead of copying resources
[0.550s] -- Configuring done (0.5s)
[0.555s] -- Generating done (0.0s)
[0.561s] -- Build files have been written to: /home/theo/drift/ros2_ws/src/lbr-stack/build/lbr_iiwa7_r800_description
[0.569s] Invoked command in '/home/theo/drift/ros2_ws/src/lbr-stack/build/lbr_iiwa7_r800_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/theo/drift/ros2_ws/install/my_package:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake /home/theo/drift/ros2_ws/src/lbr-stack/src/lbr_iiwa7_r800_description -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description
[0.569s] Invoking command in '/home/theo/drift/ros2_ws/src/lbr-stack/build/lbr_iiwa7_r800_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/theo/drift/ros2_ws/install/my_package:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake --build /home/theo/drift/ros2_ws/src/lbr-stack/build/lbr_iiwa7_r800_description -- -j4 -l4
[0.628s] Invoked command in '/home/theo/drift/ros2_ws/src/lbr-stack/build/lbr_iiwa7_r800_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/theo/drift/ros2_ws/install/my_package:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake --build /home/theo/drift/ros2_ws/src/lbr-stack/build/lbr_iiwa7_r800_description -- -j4 -l4
[0.638s] Invoking command in '/home/theo/drift/ros2_ws/src/lbr-stack/build/lbr_iiwa7_r800_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/theo/drift/ros2_ws/install/my_package:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake --install /home/theo/drift/ros2_ws/src/lbr-stack/build/lbr_iiwa7_r800_description
[0.646s] -- Install configuration: ""
[0.647s] -- Execute custom install script
[0.791s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/urdf/lbr_iiwa7_r800_macro.xacro
[0.795s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/environment/lbr_iiwa7_r800_description.dsv
[0.798s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/ament_index/resource_index/package_run_dependencies/lbr_iiwa7_r800_description
[0.802s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/ament_index/resource_index/parent_prefix_path/lbr_iiwa7_r800_description
[0.805s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/environment/ament_prefix_path.sh
[0.824s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/environment/ament_prefix_path.dsv
[0.824s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/environment/path.sh
[0.830s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/environment/path.dsv
[0.838s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/local_setup.bash
[0.844s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/local_setup.sh
[0.851s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/local_setup.zsh
[0.866s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/local_setup.dsv
[0.877s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/package.dsv
[0.885s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/ament_index/resource_index/packages/lbr_iiwa7_r800_description
[0.892s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/cmake/lbr_iiwa7_r800_descriptionConfig.cmake
[0.897s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/cmake/lbr_iiwa7_r800_descriptionConfig-version.cmake
[0.904s] -- Symlinking: /home/theo/drift/ros2_ws/src/lbr-stack/install/lbr_iiwa7_r800_description/share/lbr_iiwa7_r800_description/package.xml
[0.907s] Invoked command in '/home/theo/drift/ros2_ws/src/lbr-stack/build/lbr_iiwa7_r800_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/theo/drift/ros2_ws/install/my_package:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com /usr/bin/cmake --install /home/theo/drift/ros2_ws/src/lbr-stack/build/lbr_iiwa7_r800_description
